Tanggal,Judul,Media,Kategori,Link,Interpretasi singkat
2/5/2025,5 Penopang Utama Perekonomian RI Sepanjang 2024,CNN,Ekonomi Makro / Sektor Strategis,https://www.cnnindonesia.com/ekonomi/20250205131155-532-1194850/5-penopang-utama-perekonomian-ri-sepanjang-2024,"Artikel ini merinci lima sektor utama penopang ekonomi nasional 2024, termasuk konsumsi rumah tangga, investasi, ekspor, dan infrastruktur."
2/5/2025,"Ekonomi RI Tumbuh 5,03 Persen Sepanjang 2024",CNN,Statistik Ekonomi / Laporan Tahunan,https://www.cnnindonesia.com/ekonomi/20250205105456-532-1194777/ekonomi-ri-tumbuh-503-persen-sepanjang-2024,"BPS melaporkan pertumbuhan ekonomi Indonesia sepanjang 2024 mencapai 5,03%, ditopang konsumsi rumah tangga dan sektor jasa."
2/5/2025,Waspada Perlambatan Ekonomi Indonesia di 2025,Liputan 6,Ekonomi Global / PDB,https://www.liputan6.com/bisnis/read/5908751/waspada-perlambatan-ekonomi-indonesia-di-2025,Ekonom memperingatkan potensi perlambatan pertumbuhan ekonomi akibat tekanan inflasi dan ketidakpastian global.
2/6/2025,Said Abdullah: Pertumbuhan Ekonomi 8 Persen Bisa Tercapai dengan Investasi Kuat,Kompas,Ekonomi Nasional,https://nasional.kompas.com/read/2025/02/06/13152951/said-abdullah-sebut-pertumbuhan-ekonomi-8-persen-bisa-tercapai-dengan,"Nada positif, menunjukkan keyakinan politisi terhadap potensi pertumbuhan ekonomi."
2/6/2025,Perekonomian Nasional Sepanjang 2024 Solid: Menko Airlangga,Kompas,Ekonomi Pemerintahan,https://kilaskementerian.kompas.com/kemenko-perekonomian/read/2025/02/06/185640326/perekonomian-nasional-sepanjang-2024-solid-menko-airlangga-pdp-per-kapita,"Nada positif, menggambarkan stabilitas ekonomi di bawah pengawasan pemerintah."
2/6/2025,Video: Stagnasi Pertumbuhan Ekonomi Indonesia,CNN,Ekonomi Makro / Pertumbuhan Nasional,https://www.cnnindonesia.com/tv/20250206115645-402-1195278/video-stagnasi-pertumbuhan-ekonomi-indonesia,"Video membahas stagnasi ekonomi Indonesia akibat lesunya investasi dan lambatnya reformasi struktural, dengan proyeksi pertumbuhan tetap di kisaran 5%."
2/6/2025,"Alarm Bahaya Menyala dari Balik Inflasi Rendah Indonesia, Apa Itu?",CNN,Ekonomi Makro / Inflasi,https://www.cnnindonesia.com/ekonomi/20250206063057-532-1195148/alarm-bahaya-menyala-dari-balik-inflasi-rendah-indonesia-apa-itu,Artikel menyoroti fenomena inflasi rendah yang justru berpotensi berbahaya karena menandakan lemahnya daya beli dan stagnasi permintaan domestik.
2/6/2025,Inflasi Hijau adalah Fenomena Ekonomi dalam Transisi Menuju Keberlanjutan,Liputan 6,Teknologi Keuangan / Digitalisasi,https://www.liputan6.com/feeds/read/5909207/inflasi-hijau-adalah-fenomena-ekonomi-dalam-transisi-menuju-keberlanjutan,Fenomena “inflasi hijau” muncul akibat transisi menuju ekonomi berkelanjutan yang memicu kenaikan harga sektor energi dan produksi.
2/7/2025,"Ekonomi RI 2024 Tumbuh 5,03 Persen tapi Daya Beli Masyarakat Masih Lesu",Kompas,Ekonomi Nasional,https://money.kompas.com/read/2025/02/07/053000326/ekonomi-ri-2024-memang-tumbuh-5-03-persen-tapi-daya-beli-masyarakat-masih-lesu,"Nada netral–negatif, menyoroti pertumbuhan ekonomi yang belum dirasakan rakyat."
2/7/2025,Tokoh Nahdliyin Jatim Dukung Prabowo Ambil Langkah Tegas Perbaiki Ekonomi RI,Detik,Ekonomi Pemerintahan,https://www.detik.com/jatim/berita/d-7767443/tokoh-nahdliyin-jatim-dukung-prabowo-ambil-langkah-tegas-perbaiki-ekonomi-ri,Fokus pada dukungan komunitas (luar pemerintah) terhadap langkah pemerintah memperbaiki ekonomi – nada dukungan positif.
2/7/2025,"Cadangan Devisa RI Tembus US$156,1 M Akhir Januari",CNN,Moneter / Keuangan Negara,https://www.cnnindonesia.com/ekonomi/20250207101416-532-1195610/cadangan-devisa-ri-tembus-us-1561-m-akhir-januari,"Kinerja cadangan devisa meningkat, menandakan stabilitas ekonomi eksternal. Nada berita positif dan faktual."
2/7/2025,Seabrek Risiko Mengintip Ekonomi RI dari Balik Hemat Anggaran Rp306 T,CNN,Fiskal / Risiko Ekonomi,https://www.cnnindonesia.com/ekonomi/20250207062414-532-1195528/seabrek-risiko-mengintip-ekonomi-ri-dari-balik-hemat-anggaran-rp306-t,"Kebijakan penghematan anggaran Rp306 triliun dinilai berisiko menekan daya beli, memperlambat pertumbuhan, dan mengganggu program sosial."
2/7/2025,BI: Pertumbuhan ekonomi Kaltara lanjutkan tren positif,ANTARA,Ekonomi Regional / Pertumbuhan Daerah,https://www.antaranews.com/berita/4634229/bi-pertumbuhan-ekonomi-kaltara-lanjutkan-tren-positif?page=all,"Kalimantan Utara (Kaltara) disebut melanjutkan tren pertumbuhan ekonomi yang positif — menandakan bahwa tidak hanya pusat, tetapi juga daerah menunjukkan performa yang baik."
2/7/2025,Wamenkeu: Program 3 Juta Rumah Jadi Kunci Pertumbuhan Ekonomi,Liputan 6,Pembangunan Ekonomi / Infrastruktur,https://www.liputan6.com/bisnis/read/5912847/wamenkeu-program-3-juta-rumah-jadi-kunci-pertumbuhan-ekonomi,"Program pembangunan 3 juta rumah diyakini dapat mendorong lapangan kerja dan konsumsi masyarakat, memperkuat perekonomian domestik."
2/10/2025,Sinyal Terang Ekonomi Indonesia Kuat dan Bangkit dari Perang Dagang,Detik,Optimisme Ekonomi,https://news.detik.com/kolom/d-7890197/sinyal-terang-ekonomi-indonesia-kuat-dan-bangkit-dari-perang-dagang,Kolom opini yang optimistis terhadap kekuatan ekonomi Indonesia pasca tekanan global. Nada berita positif dan patriotik.
2/10/2025,Ekonomi Indonesia Diproyeksikan Masih Bisa Tumbuh di Atas 5 Persen pada 2025,Kompas,Ekonomi Nasional,https://money.kompas.com/read/2025/02/10/131734126/ekonomi-indonesia-diproyeksikan-masih-bisa-tumbuh-di-atas-5-persen-pada-2025,"Nada positif, berisi proyeksi optimistis dari Kementerian Keuangan."
2/10/2025,Danantara Dinilai Bisa Menjadi Sumber Pendanaan Strategis,Tempo,Ekonomi Investasi,https://www.tempo.co/ekonomi/pembatalan-tunjangan-rumah-dpr-bakal-jadi-sentimen-positif-ihsg-2067441,Menganalisa potensi dana investasi pemerintah/swasta (Danantara) sebagai instrumen strategis. Nada informatif.
2/10/2025,Prabowo Bidik Investasi Rp13.032 T Sepanjang 2025–2029,CNN,Investasi / Ekonomi Nasional,https://www.cnnindonesia.com/ekonomi/20250210133837-92-1196552/prabowo-bidik-investasi-rp13032-t-sepanjang-2025-2029,Target besar investasi lima tahun pemerintahan Prabowo. Nada berita optimistis dan pro-pemerintah.
2/10/2025,Bank Dunia: Ekonomi RI Harus Tumbuh 6 Persen untuk Jadi Negara Maju,CNN,Ekonomi Pembangunan / Global,https://www.cnnindonesia.com/ekonomi/20250210141907-532-1196573/bank-dunia-ekonomi-ri-harus-tumbuh-6-persen-untuk-jadi-negara-maju,Bank Dunia menyebut Indonesia perlu mempertahankan pertumbuhan minimal 6% per tahun agar bisa naik kelas menjadi negara maju pada 2045.
2/10/2025,"Ekonomi Indonesia Bakal Stabil pada 2025, Ini Penopangnya",Liputan 6,Perdagangan / Regulasi,https://www.liputan6.com/bisnis/read/5915331/ekonomi-indonesia-bakal-stabil-pada-2025-ini-penopangnya,"Pemerintah optimistis ekonomi Indonesia akan tetap stabil berkat konsumsi rumah tangga, ekspor komoditas, dan investasi strategis."
2/11/2025,Pemerintah Gencarkan Sektor Pariwisata Dorong Pertumbuhan Ekonomi,CNN,Ekonomi Pariwisata / Pembangunan Daerah,https://www.cnnindonesia.com/ekonomi/20250211100336-97-1196881/pemerintah-gencarkan-sektor-pariwisata-dorong-pertumbuhan-ekonomi,Pemerintah memperkuat promosi dan infrastruktur pariwisata untuk meningkatkan devisa dan penyerapan tenaga kerja daerah.
2/12/2025,Potensi Pelambatan Ekonomi Imbas Kebijakan Efisiensi Anggaran,Kompas,Ekonomi Nasional,https://money.kompas.com/read/2025/02/12/131159326/potensi-pelambatan-ekonomi-imbas-kebijakan-efisiensi-anggaran?page=all,"Nada negatif, mengingatkan risiko kebijakan efisiensi terhadap pertumbuhan."
2/13/2025,"Efisiensi Anggaran, Tanggapan Ekonom dan Pengamat Kebijakan Publik",Tempo,Kebijakan Fiskal,https://www.tempo.co/ekonomi/efisiensi-anggaran-tanggapan-ekonom-dan-pengamat-kebijakan-publik-1206736,Artikel ini menyoroti langkah efisiensi anggaran pemerintah dan pandangan para ekonom terhadap dampaknya terhadap pelayanan publik. Nada analitis dan kritis.
2/13/2025,"Pemerintah Targetkan Pertumbuhan Ekonomi 2025 Capai 5,2 Persen",Kompas,Ekonomi Nasional,https://money.kompas.com/read/2025/02/13/130900526/pemerintah-targetkan-pertumbuhan-ekonomi-2025-capai-5-2-persen-simak-proyeksi?page=all,"Nada positif, menggambarkan optimisme pemerintah terhadap target pertumbuhan ekonomi."
2/13/2025,Menerawang Dampak Pemangkasan Rp306 Triliun pada Pertumbuhan Ekonomi,CNN,Fiskal / Dampak Penghematan Anggaran,https://www.cnnindonesia.com/ekonomi/20250213061235-532-1197708/menerawang-dampak-pemangkasan-rp306-triliun-pada-pertumbuhan-ekonomi,Pemangkasan anggaran besar-besaran berpotensi menekan pertumbuhan ekonomi dan mengurangi daya serap tenaga kerja.
2/14/2025,"Sri Mulyani Pede Efisiensi Anggaran Tak Ganggu Ekonomi, Apa Alasannya?",CNN,Fiskal / Kebijakan Pemerintah,https://www.cnnindonesia.com/ekonomi/20250214124103-532-1198269/sri-mulyani-pede-efisiensi-anggaran-tak-ganggu-ekonomi-apa-alasannya,Menteri Keuangan Sri Mulyani optimistis kebijakan efisiensi anggaran tidak akan menghambat pertumbuhan karena fokus diarahkan pada belanja produktif.
2/17/2025,Prabowo Klaim Kondisi Ekonomi Indonesia Saat Ini Cukup Baik,Kompas,Ekonomi Pemerintahan,https://nasional.kompas.com/read/2025/02/17/15432651/prabowo-klaim-kondisi-ekonomi-indonesia-saat-ini-cukup-baik,"Nada positif, menunjukkan optimisme pemerintah terhadap stabilitas ekonomi nasional."
2/17/2025,Prabowo: Saya Gembira Ekonomi Kita Terkendali,CNN,Pemerintahan / Stabilitas Ekonomi,https://www.cnnindonesia.com/ekonomi/20250217134002-532-1199195/prabowo-saya-gembira-ekonomi-kita-terkendali,"Presiden Prabowo menyatakan kondisi ekonomi nasional masih terkendali di tengah ketidakpastian global, dengan fokus menjaga stabilitas harga dan investasi."
2/18/2025,"Bidik Pertumbuhan Ekonomi 8 Persen, Indonesia Butuh Investasi Rp 13.032 Triliun",Kompas,Ekonomi Nasional,https://money.kompas.com/read/2025/02/18/121200126/bidik-pertumbuhan-ekonomi-8-persen-indonesia-butuh-investasi-rp-13.032-triliun,"Nada positif, menggambarkan ambisi pembangunan nasional berbasis investasi."
2/18/2025,Pengamat: Danantara Bisa Bawa Pengaruh Baik untuk Perekonomian Indonesia,Kompas,Ekonomi Inovasi,https://www.kompas.com/tren/read/2025/02/18/150000565/pengamat--danantara-bisa-bawa-pengaruh-baik-untuk-perekonomian-indonesia?page=all,"Nada positif, berisi analisis optimistis terhadap proyek ekonomi nasional."
2/18/2025,“Prabowo Subianto Ungkap Alasan Bentuk “Danantara” untuk Anak-dan-Cucu Kita,Tempo,Ekonomi,https://www.tempo.co/ekonomi/prabowo-ungkap-alasan-bentuk-danantara-untuk-anak-dan-cucu-kita--1208491,Berita ini menyajikan penjelasan Prabowo mengenai pembentukan “Danantara”; nada lebih positif dan berbasis visi jangka panjang.
2/19/2025,Danantara Diklaim Jadi Kekuatan Ekonomi Baru: Apa Saja yang Perlu Anda Tahu?,Kompas,Ekonomi Inovasi,https://www.kompas.com/tren/read/2025/02/19/101500965/danantara-diklaim-jadi-kekuatan-ekonomi-baru-apa-saja-yang-perlu-anda?page=all,"Nada positif, menyoroti potensi program pemerintah dalam menggerakkan ekonomi nasional."
2/19/2025,"Luhut Soal Tagar Indonesia Gelap: Kau yang Gelap, Bukan RI",CNN,Politik Ekonomi / Isu Energi,https://www.cnnindonesia.com/ekonomi/20250219112419-532-1199934/luhut-soal-tagar-indonesia-gelap-kau-yang-gelap-bukan-ri,Luhut merespons tagar viral “Indonesia Gelap” terkait krisis energi dengan menegaskan kondisi pasokan listrik nasional masih terkendali dan menuduh isu itu dilebih-lebihkan.
2/20/2025,"5 Hal Tentang Danantara: Asal-Usul, Tujuan hingga Jumlah Modalnya",Tempo,Investasi / Kebijakan Publik,https://www.tempo.co/ekonomi/5-hal-tentang-danantara-asal-usul-tujuan-hingga-jumlah-modalnya--1209564,Artikel informatif mengenai entitas “Danantara” sebagai instrumen dana publik/publik-swasta. Nada netral-informasi.
2/21/2025,Danantara Jadi Katalis Positif Pertumbuhan Ekonomi RI,Liputan 6,ekonomi,https://www.liputan6.com/bisnis/read/5930901/danantara-jadi-katalis-positif-pertumbuhan-ekonomi-ri,Danantara disebut menjadi katalis dalam percepatan digitalisasi ekonomi dan peningkatan daya saing UMKM nasional.
2/24/2025,Apa Itu Danantara yang Bakal Diresmikan Prabowo Hari Ini?,Kompas,Sosial & Inovasi,https://nasional.kompas.com/read/2025/02/24/07144391/apa-itu-danantara-yang-bakal-diresmikan-prabowo-hari-ini?page=all,"Artikel informatif tentang proyek nasional baru. Nada positif, menggambarkan inovasi pemerintahan."
2/24/2025,"Danantara Diresmikan Prabowo, Ini Problematika bagi Ekonomi Indonesia",Liputan 6,Ekonomi Digital / Kritik & Tantangan,https://www.liputan6.com/bisnis/read/5932906/danantara-diresmikan-prabowo-ini-problematika-bagi-ekonomi-indonesia,"Meski Danantara dinilai positif, ada kritik mengenai kesiapan infrastruktur digital dan pemerataan akses ekonomi digital."
2/25/2025,"Bicara Stabilitas Ekonomi, Ketum GP Ansor Ingatkan Waspada Ancaman SARA",Detik,Ekonomi Sosial,https://news.detik.com/berita/d-7794337/bicara-stabilitas-ekonomi-ketum-gp-ansor-ingatkan-waspada-ancaman-sara,"Pernyataan tokoh ormas Islam yang mengaitkan stabilitas sosial dengan ekonomi nasional. Nada positif, menekankan pentingnya kerukunan untuk pembangunan."
2/25/2025,"Danantara Diluncurkan, GEKRAFS Optimistis Ekonomi Kreatif Jadi Magnet Investasi",Liputan 6,Ekonomi Global / Pertumbuhan,https://www.liputan6.com/news/read/5935184/danantara-diluncurkan-gekrafs-optimistis-ekonomi-kreatif-jadi-magnet-investasi,Peluncuran platform digital Danantara diyakini mampu memperkuat ekosistem ekonomi kreatif dan menarik investasi baru di sektor tersebut.
2/26/2025,Mengenal bank-bank BUMN dan perannya dalam ekonomi nasional,ANTARA,Ekonomi Makro / Perbankan & BUMN,https://www.antaranews.com/berita/4674965/mengenal-bank-bank-bumn-dan-perannya-dalam-ekonomi-nasional,"Artikel mengenalkan peran utama bank-bank milik negara (BUMN) dalam mendukung ekonomi nasional: menyalurkan kredit, mendukung pembangunan, stabilitas sistem keuangan."
2/26/2025,Top 3: Dampak Danantara ke Ekonomi Indonesia,Liputan 6,Energi / Industri Otomotif,https://www.liputan6.com/bisnis/read/5935062/top-3-dampak-danantara-ke-ekonomi-indonesia,Platform Danantara berdampak positif terhadap digitalisasi ekonomi nasional dan pemberdayaan UMKM.
2/28/2025,Hashim Djojohadikusumo soal Pertumbuhan 8 Persen: Pasti Tahun Depan,CNN,Ekonomi Politik / Optimisme Pemerintah,https://www.cnnindonesia.com/ekonomi/20250226125242-532-1202623/hashim-djojohadikusumo-soal-pertumbuhan-8-persen-pasti-tahun-depan,Hashim optimistis target pertumbuhan ekonomi 8% akan tercapai tahun depan berkat reformasi kebijakan dan proyek strategis nasional pemerintahan Prabowo.
3/2/2025,Krisis dan Antara Pemangkasan Anggaran,Tempo,Kebijakan Fiskal,https://www.tempo.co/ekonomi/krisis-danantara-pemangkasan-anggaran-1213900,Menyoroti dampak krisis global terhadap pemangkasan anggaran pemerintah — nada netral-kritis.
3/2/2025,Krisis dan Antara Pemangkasan Anggaran,Tempo,Kebijakan Fiskal,https://www.tempo.co/ekonomi/krisis-danantara-pemangkasan-anggaran-1213900,Dampak krisis global terhadap anggaran pemerintah — tantangan fiskal.
3/7/2025,Diskusi Transparency International Indonesia: Sentimen Pasar dan Masyarakat Tak Percaya,Tempo,Kepercayaan Publik & Ekonomi,https://www.tempo.co/ekonomi/diskusi-transparency-international-indonesia-sentimen-pasar-dan-masyarakat-tak-percaya-danantara-1216569,Laporan diskusi publik mengenai turunnya kepercayaan masyarakat dan pasar terhadap transparansi kebijakan ekonomi. Nada berita kritis dan reflektif.
3/7/2025,"Badai PHK Menerpa, Bisakah Mimpi Ekonomi Terbang 8 Persen Terwujud?",CNN,Ketenagakerjaan / Pertumbuhan Ekonomi,https://www.cnnindonesia.com/ekonomi/20250307061940-92-1205958/badai-phk-menerpa-bisakah-mimpi-ekonomi-terbang-8-persen-terwujud,Lonjakan PHK di berbagai sektor menimbulkan pertanyaan apakah target pertumbuhan ekonomi 8% realistis di tengah lemahnya serapan tenaga kerja.
3/8/2025,BPS Bantah Backlog Rumah Capai 15 Juta Unit,Tempo,Data Ekonomi,https://www.tempo.co/ekonomi/bps-bantah-backlog-rumah-capai-15-juta-unit--1237698,"BPS meluruskan isu backlog perumahan nasional. Nada berita klarifikatif dan informatif, menekankan akurasi data pemerintah."
3/8/2025,"Paradoks ekonomi Indonesia: pertumbuhan tinggi, ketimpangan melebar",ANTARA,Ekonomi Makro / Pertumbuhan & Ketimpangan,https://www.antaranews.com/berita/4697389/paradoks-ekonomi-indonesia-pertumbuhan-tinggi-ketimpangan-melebar,"Walaupun pertumbuhan ekonomi Indonesia relatif tinggi, ketimpangan (antara wilayah, sosial, pendapatan) masih melebar — menunjukkan bahwa pertumbuhan belum sepenuhnya inklusif."
3/9/2025,"Pertumbuhan Ekonomi Melambat, SBY Kasih ‘Resep Rahasia’ ke Prabowo",CNN,Politik Ekonomi / Opini Tokoh,https://www.cnnindonesia.com/ekonomi/20250309001453-532-1206608/pertumbuhan-ekonomi-melambat-sby-kasih-resep-rahasia-ke-prabowo,SBY memberi masukan kepada Presiden Prabowo terkait strategi mengatasi perlambatan ekonomi dengan menekankan pentingnya konsistensi kebijakan fiskal dan pembangunan sektor riil.
3/11/2025,"RI Target Pertumbuhan Ekonomi Capai 8%, Koperasi Bisa Jadi Penggerak",Detik,Ekonomi Pemerintahan,https://news.detik.com/berita/d-7818651/ri-target-pertumbuhan-ekonomi-capai-8-koperasi-bisa-jadi-penggerak,"Pemerintah menargetkan pertumbuhan 8% dengan koperasi sebagai motor penggerak. Nada optimistis, pro-pemerintah."
3/11/2025,"RI Gencar Hilirisasi, Pertumbuhan Ekonomi Mulai Lompat Tinggi",Detik,Ekonomi Nasional,https://news.detik.com/berita/d-7607149/ri-gencar-hilirisasi-pertumbuhan-ekonomi-mulai-lompat-tinggi,Berita menyoroti keberhasilan awal hilirisasi industri nikel dan mineral dalam mendorong pertumbuhan ekonomi. Nada sangat positif dan mendukung kebijakan pemerintah.
3/11/2025,"AI Dorong Ekonomi Digital Indonesia, Perlu Tingkatkan Kesiapan Teknologi",Kompas,Ekonomi Digital,https://money.kompas.com/read/2025/03/11/100000226/ai-dorong-ekonomi-digital-indonesia-perlu-tingkatkan-kesiapan-teknologi,"Nada positif, menyoroti potensi pertumbuhan ekonomi digital melalui adopsi AI."
3/11/2025,7 Stimulus Ekonomi Prabowo saat Ramadan dan Lebaran 2025,Tempo,Ekonomi & Kebijakan Publik,https://www.tempo.co/ekonomi/7-stimulus-ekonomi-prabowo-saat-ramadan-dan-lebaran-2025--1218060,"Berita membahas kebijakan stimulus ekonomi yang digagas pemerintahan Prabowo menjelang Ramadan dan Lebaran. Nada pemberitaan positif, menyoroti upaya menjaga daya beli masyarakat."
3/12/2025,Gus Ubaid Yakin Pemerintah Segera Perbaiki Ekonomi Rakyat,Detik,Ekonomi Sosial,https://www.detik.com/jatim/berita/d-7818760/gus-ubaid-yakin-pemerintah-segera-perbaiki-ekonomi-rakyat,"Pernyataan tokoh masyarakat yang percaya pada kemampuan pemerintah memperbaiki ekonomi rakyat kecil. Nada positif, memperkuat citra pemerintah."
3/12/2025,Budi Arie Ancam Tutup Koperasi yang Curangi Isi Minyakita,CNN,Ekonomi Rakyat / Regulasi,https://www.cnnindonesia.com/ekonomi/20250312112727-92-1207874/budi-arie-ancam-tutup-koperasi-yang-curangi-isi-minyakita,Menteri Koperasi menegaskan penindakan terhadap pelanggaran koperasi. Nada berita tegas dan normatif.
3/12/2025,"Membandingkan Ekonomi Syariah RI dengan Negara Lain, Mana Lebih Besar?",CNN,Ekonomi Syariah / Perbandingan Global,https://www.cnnindonesia.com/ekonomi/20250307044551-532-1205944/membandingkan-ekonomi-syariah-ri-dengan-negara-lain-mana-lebih-besar,"Artikel membandingkan skala ekonomi syariah Indonesia dengan negara lain, menunjukkan potensi besar tetapi masih tertinggal dari Malaysia dan Arab Saudi."
